ParlaMint-FR_2018-11-12-O1058.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1058.u303	Minister, you're on the defensive, because you're not comfortable on this. You are right on the bottom: evolution is natural. However, the measure seems brutal. You could, for example, have lowered the price of petrol while increasing the price of diesel, to ensure convergence. We proposed it to you in our amendments. We asked you about the evolution of the price of fuel, which absolutely does not finance the energy transition. You answer to us on the general budgets of the departments. But if you start allocating taxes to a particular budget, we'll soon have to say that the income tax finances half of Bercy, and so on! That is not the way to appreciate things. I don't know that taxes are affected by department. But does the evolution of taxes contribute to the evolution of public policies? In this case, does the evolution of ecological taxation correspond to a break in the pace of financing the energy transition? Not at all: only a few percent of this evolution is devoted – and again, if you want to do so – to the energy transition. That's where the bastard hurts. I would point out that this year we tabled amendments to freeze energy tax increases in 2019. You always refer to leaflets. In this House, we are not talking about leaflets, but about amendments. You pay great attention to the leaflets of the political parties, but I am more sensitive to the amendments that are tabled, which are clear and clear.
ParlaMint-FR_2018-11-12-O1058.u304	He's right!
ParlaMint-FR_2018-11-12-O1058.u305	Mrs. Dupont, you called me earlier about a scandalous tweet. In the court of tweets, or public statements, we probably have to find a lot of scandalous messages, but in this case, I was talking about indexing.
ParlaMint-FR_2018-11-12-O1058.u306	You know very well...
ParlaMint-FR_2018-11-12-O1058.u307	So you're wrong.
ParlaMint-FR_2018-11-12-O1058.u308	That was unacceptable!
ParlaMint-FR_2018-11-12-O1058.u309	Let us not resume the debate. I was talking about indexing. Talk to the retirees!
ParlaMint-FR_2018-11-12-O1058.u310	You know very well that by saying things like that...
ParlaMint-FR_2018-11-12-O1058.u311	Madam Member, please let the Chairman of the Finance Committee speak!
ParlaMint-FR_2018-11-12-O1058.u312	Looks like you're the only one who thinks you're a moral court! This is an extremely worrying way of thinking. What I'm saying is that you unindex certain benefits, but not others. Do it for everything!
ParlaMint-FR_2018-11-12-O1058.u313	The Minister has the floor.
ParlaMint-FR_2018-11-12-O1058.u314	[[Exclaims on LT banks]] Mr de Courson, I am very surprised to see you now very much in favour of public spending. We have 600 million euros, we would have to spend them directly! I will have the opportunity to create a little florilege of your contradictions since the beginning of the PLF, Monsieur de Courson.
ParlaMint-FR_2018-11-12-O1058.u315	No, I'm showing some consistency!
ParlaMint-FR_2018-11-12-O1058.u316	This will no doubt give rise to an interesting moment in December. But it's not very serious, Mr. de Courson, you have the right to say that you are in favour of public spending.
ParlaMint-FR_2018-11-12-O1058.u317	Not at all!
ParlaMint-FR_2018-11-12-O1058.u318	After all, there are many people at The Republicans who wanted to make fuel checks. Don't get mad, Monsieur de Courson! There's 600 million, you want to spend them.
ParlaMint-FR_2018-11-12-O1058.u319	It's a special purpose account! Read what you're writing!
ParlaMint-FR_2018-11-12-O1058.u320	Don't get mad! I simply note a contradiction. I ask you to remain respectful. Don't point a finger at me, Congressman, calm down.
ParlaMint-FR_2018-11-12-O1058.u321	Don't think I'm an idiot!
ParlaMint-FR_2018-11-12-O1058.u322	I simply put you in front of your contradictions and see that you are in favour of public spending.
ParlaMint-FR_2018-11-12-O1058.u323	Personally!
ParlaMint-FR_2018-11-12-O1058.u324	It is not a personal fact to say that you are in favour of public spending! Fortunately, we have no swords, for you would have already provoked me in duel; I'd have feared you'd lose... Mr President, I listened carefully to you.
