ParlaMint-FR_2018-11-12-O1059.u1	The next item is the debate on the draft amending finance law for 2018 (No. 1371, 1395).
ParlaMint-FR_2018-11-12-O1059.u301	[[Marie-Christine Verdier-Jouclas applauds]] As I indicated in my opening remarks, I will deliver an unfavorable opinion, without making any further comments, on all the amendments that have no bearing on the articles of the text that we are considering. These are amendments that have already been discussed in the first part, then in the second part of the finance bill, and even, for some, several times the previous year or even previous years.
ParlaMint-FR_2018-11-12-O1059.u302	In any case, they were not satisfied!
ParlaMint-FR_2018-11-12-O1059.u303	I will therefore be systematically opposed to all the amendments with additional articles after Article 8 during this tunnel which could lead us to the end of the night.
ParlaMint-FR_2018-11-12-O1059.u304	If that's it, we can go home!
ParlaMint-FR_2018-11-12-O1059.u305	We are sorry to disturb the general rapporteur's sleep rate!
ParlaMint-FR_2018-11-12-O1059.u306	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u307	I fully share what the rapporteur-general has just said. We had an exchange on this subject at the beginning of the discussion of the text; You weren't there, Mr. Le Fur, but I'm sure you were listening. We also wondered what a PLFR was, while, for the first time, the Government respects the spirit of LOLF – in return for the fact that there are no decrees in advance. The Government has been able to respond at length to the questions raised in the budget articles. That is what we have done about the EUR 50 million for the energy check, the financing of external operations or, before the afternoon session was adjourned, environmental issues. I shall therefore adopt the same position as the rapporteur-general. The amendments before us have already been discussed very widely; They have all been rejected and should not be found in this debate – on the understanding that it is obviously the strictest right of parliamentarians to table and discuss them. These amendments may also be supported and discussed in the further discussion of the second part of the 2019 Finance Bill. In any event, the Government's opinion would be unfavourable on all the amendments to be submitted by the end of the meeting.
ParlaMint-FR_2018-11-12-O1059.u308	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u309	I will not fall into the trap set by the Government and our rapporteur-general. We are not a technical assembly. We are not a technocratic assembly. We address the issues that come back to us from the perspective of opinion. Since this morning I have heard people rejoice: there are no more decrees in advance, it is wonderful, it is extraordinary! Let us admit that this is only understood by three hundred people, among whom two hundred pretend! It's between Cambon Street, Bourbon Palace and maybe the Senate! That is not what we should be concerned about, when we have concerns to relay, especially on energy issues. I come back from an area where most vehicles have a yellow vest on their front beach.
ParlaMint-FR_2018-11-12-O1059.u310	Demagogy!
ParlaMint-FR_2018-11-12-O1059.u311	[[Applause on the benches of the LR group]] This means that people have things to say. If we don't say it for them, others will do it, and they will do it in other fora, in the street, and that's why we intend to talk about housing, about energy, about the threat of the source levy on purchasing power. These are the concerns we want to convey. We are not a technocratic assembly, we are a political assembly!
ParlaMint-FR_2018-11-12-O1059.u312	I call Mr Cinieri to support Amendment No. 97.
ParlaMint-FR_2018-11-12-O1059.u313	The PTZ will cease to benefit buyers in the nine in zone B2, on December 31, 2019, after two years of a PTZ whose quota will have been reduced by half compared to 2017. This decision is motivated by the Government's desire, in the context of its budgetary strategy and also its environmental strategy, not to encourage the construction of individual housing in the diffuse sector. Housing production figures show a sharp decline in construction permits issued in relaxed areas, partly as a result of the "desolvability" of households due to the lack of PTZ. In this context, it is proposed to maintain the PTZ for new housing sold in relaxed areas, B2 and C, from 1 January 2020, but in a targeted manner, by reserving it for collective housing. This would be a compromise between the objectives of housing construction and the objectives of environmental protection and the fight against urban sprawl. In practice, the construction of collective housing is mainly concentrated in these areas in a few cities in zone B2, where real estate promotion remains active. In the PTZ system, the measure would therefore be marginal, but at the level of the cities concerned, it would allow the maintenance of a new construction steering wheel, a factor of attractiveness and quality. This is the subject of the excellent amendment tabled by my friend Marc Le Fur.
ParlaMint-FR_2018-11-12-O1059.u314	What is the opinion of the committee?
ParlaMint-FR_2018-11-12-O1059.u315	Unfavorable.
ParlaMint-FR_2018-11-12-O1059.u316	What is the Government's opinion?
ParlaMint-FR_2018-11-12-O1059.u317	Same opinion.
ParlaMint-FR_2018-11-12-O1059.u318	Mr Marc Le Fur has the floor.
ParlaMint-FR_2018-11-12-O1059.u319	Minister, I do not understand that you did not want to address the issue of housing. It is crucial, and it is important in terms of employment, everyone knows that. Moreover, with regard to the Pinel scheme, the Government seems to be taking the initiative of developments that do not seem to be of interest. Last Friday, during the examination of the appropriations of the mission "Cohesion of the territories" of the finance bill for 2019, your colleague, Julien Denormandie, minister responsible for the city and housing, presented to us an amendment of the Government n° 1926, which aimed to establish a system of support for rental investment. However, he did not explain what tax arrangements would accompany this measure, which seems to be reserved for the heart of the city. I was chairing the night session last Friday, so I couldn't ask him for an explanation. Could you, minister, tell us what's going on?
ParlaMint-FR_2018-11-12-O1059.u320	This has nothing to do with what we're talking about tonight!
ParlaMint-FR_2018-11-12-O1059.u321	I call Mr Le Fur to support Amendment No. 102.
ParlaMint-FR_2018-11-12-O1059.u322	The PTZ will cease to benefit buyers in the nine in zone B2, i.e. throughout the rural sector, from 31 December 2019, after two years of a PTZ whose quota will have been reduced by half compared to 2017. I fear that this development will be daunting for our communities, for our businesses, and for households wishing to access property. I would therefore like to see the arrangements put in place. This amendment is a back-up amendment, which aims to maintain the PTZ for new housing sold in relaxed areas, but only for collective housing, since you are insisting – which is defended – on the need to save the soil.
