ParlaMint-FR_2022-01-05-O1110.u1	The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u273	When I received the main political forces, of course, there were, and it is undoubtedly happy, divergent political opinions, and I hear those that have expressed themselves on compulsory vaccination, which I respect,...
ParlaMint-FR_2022-01-05-O1110.u274	What about Macron?
ParlaMint-FR_2022-01-05-O1110.u275	[["Leave! » on the benches of the GDR and FI groups]] ... but everyone said that the Government's text was an additional weapon to deal with the very serious situation in our country – at least that's what most people have said. [[Vif applause on the benches of the LaREM and Dem groups]] Ladies and gentlemen of the La France Group, I say that for those who listen to us, you blame us for deciding everything, but you do not come to these consultative bodies, you boycott them. [[Protests on the benches of the FI group]] [[Applause on the benches of the LaREM and Dem groups]] Madam President Panot, you're telling me everything's going on here. Of course, everything is going on here, proof that everything is going on here! But we are conducting upstream consultations, and that is to our credit. You refuse to participate: it is your choice. That's not my conception of things. Far from giving up, we remain on these fundamentals.
ParlaMint-FR_2022-01-05-O1110.u276	Answer Macron's comments!
ParlaMint-FR_2022-01-05-O1110.u277	[[Applause on several benches of the LaREM and Dem groups]] [[Long exclamations on the benches of the LR and FI groups]] You have to say, yes, we have a problem with the non-vaccinated. Ladies and gentlemen, ladies and gentlemen, I take you as a witness: how many times have we discussed these issues here, and how many times have I told my fellow citizens, like the President of the Republic, that fighting this pandemic requires a whole series of actions, which I will not list? In addition to the adoption of laws or regulations, individual responsibility must be exercised by every citizen of the Republic. Yes, the citizens of the Republic must exercise their responsibilities. To be responsible, to be free, is not to contaminate others with impunity.
ParlaMint-FR_2022-01-05-O1110.u278	What about your daughter? She contaminated you!
ParlaMint-FR_2022-01-05-O1110.u279	[[Vif applause on the benches of the LaREM and Dem groups]] It is not overloading our care services that are already under severe strain. This is not the conception of the Republic and of citizenship. I am sure that you share, in your vast majority, this understanding of things that is common sense. [[Mr. Stéphane Little protest]] You know the text; I'm glad he's back. I am always at your disposal, together with the Minister for Solidarity and Health, so that consensus and compromise can be found, as you did not later than yesterday on the vaccination pass for adolescents, because this is the parliamentary debate. [[Protests on the benches of the LR group]] Because it's your responsibility, because it's the best interest of the country.
ParlaMint-FR_2022-01-05-O1110.u280	What about the President of the Republic? We asked you a question!
ParlaMint-FR_2022-01-05-O1110.u281	[[Mrs. and Mr. Members of the LaREM and Dem groups stand up and applaud. – Hulls on the benches of the LR group]] ... because this virus continues to gallop, you must continue and complete, in the freedom of your respective expressions, the examination of this extremely important text in the context that France and the world are undergoing.
ParlaMint-FR_2022-01-05-O1110.u282	At the request of the Minister of Solidarity and Health, I will suspend the meeting for a few minutes. The meeting was suspended.
ParlaMint-FR_2022-01-05-O1110.u283	The meeting was resumed. Mr Jean-Félix Acquaviva has the floor to support sub-amendment No. 729 to Amendment No. 11.
ParlaMint-FR_2022-01-05-O1110.u284	This is a sub-amendment to Mr Hetzel's amendment identical to other amendments, including that of Charles de Courson, which aim to maintain the health pass in order to allow access to interregional public transport in view of the inconsistencies which have been pointed out by Mr Jumel. On the one hand, we agree not to block the economic and social activities of companies, while on the other we restrict the freedoms to go and come to work. My sub-amendment highlights an additional complication raised by my colleague Michel Castellani, which concerns island territories – that is why we are talking about public air and maritime service obligations. I have listened to the reply from the rapporteur and the minister, but there is a breach of equality when an island citizen who is not vaccinated has to travel not for a compelling reason but for economic reasons. He then has no other solution than the car and, because he cannot cross the sea by car, he will remain blocked on the island. It is a clear, concrete attack on the constitutional freedom to go and come: we find ourselves with citizens who do not have the same rights as others in the context of the decline of the vaccination pass, especially since, as has been said, the interpretation of the notion of imperative motive will complicate things. This vertical vision is therefore not adapted. Of course, we support all the amendments which point to the fact that the obligation to pass vaccination in interregional transport constitutes an infringement of the freedom to go and come, and that this will generate conflicts and great tensions. That is why it would have been necessary to provide for acceptance of the health pass – not just the vaccination pass – in interregional transport.
