ParlaMint-BG_2022-02-23.u1	Honourable colleagues, please register. Atanas Zafirov?
ParlaMint-BG_2022-02-23.u376	Dear Mr. Chairman, honourable Members! Yes, we're different from the ruling parties, so I'd like to do a procedure to reopen the debate. [[noise and lines]] for the people who have signed up until this list is exhausted, and the people who have specific proposals. Thank you. [[Applause from GERB-SDS and AGE.]]
ParlaMint-BG_2022-02-23.u377	Thank you, Mr. Mitev. Is there a counteroffer? I can't see. I shall put this proposal to the vote. [[Reply.]] There is a procedural proposal to resume the debate, Mr. Kostadinov. I request a vote procedure to resume the debate under art. 1 for those who signed up.
ParlaMint-BG_2022-02-23.u378	We don't have to vote, you can give the floor.
ParlaMint-BG_2022-02-23.u379	Mr. Angelov, we had a vote to end, we have to vote that we are renewing. I can't make those decisions on my own. Colleagues who are online: Atanas Zafirov?
ParlaMint-BG_2022-02-23.u380	Yeah.
ParlaMint-BG_2022-02-23.u381	Krum Zarkov?
ParlaMint-BG_2022-02-23.u382	Yeah.
ParlaMint-BG_2022-02-23.u383	Stefan Shilev?
ParlaMint-BG_2022-02-23.u384	Yeah.
ParlaMint-BG_2022-02-23.u385	Tsvetelina Zarkin?
ParlaMint-BG_2022-02-23.u386	Yeah.
ParlaMint-BG_2022-02-23.u387	Thank you. Vote 154 MPs in the House plus 4 online " 158 total: for a total of 153, not against, abstention 5. The motion is accepted. We'll continue the discussion. I read only the names and give the floor for Mr. Kostadinov's declaration. The participants are Nikolai Drenchev, Hristo Gadzhev, Mladen Shishkov, Philip Popov, Kiril Ananiev, Ahmed Ahmed, Krasimir Valchev, Mladen Marinov, Peter Petrov and Rositsa Kirova. And I hope that my colleagues will really focus on their proposals. Here you are, Mr. Kostadinov, for a declaration on behalf of a parliamentary group.
ParlaMint-BG_2022-02-23.u388	Mr. Chairman, today in Sofia there was a protest against restrictive measures by free people. A protest that will remain as one of those who initiated the restoration of Bulgarian national sovereignty. A protest that shows how rights are defended when someone who thinks they are above the law, above the Constitution and above the people decides that they can violate those rights. We welcome the government's decision to initiate a phase-out of illegal restrictive measures. We welcome them as a cancellation request, but only as a request, because by March 20th, a lot can happen. They may decide at some point that most likely the spike from 0.3 to 0,35 in the contagion rate would be a reason to return the restrictions. Nevertheless, we have also decided to respond well to this gesture of the government. Today there was an opportunity, motivation and preparation to block not only the center of Sofia, but also the work of the institutions in the capital. We refused to do so because we believe that there should be a dialogue between the institutions, not only a dialogue between the institutions but also a dialogue between the institutions and the people. In this case today, this dialogue has to some extent happened. Prime Minister Petkov met with the protesters, heard their views. Unfortunately, we didn't get an answer to our questions. The first questions we asked were why would you wait another month when it is obvious that the green certificate does not work? And the main reason why it should be introduced, namely to stimulate vaccination in a forced way, is no longer working again, as the vast majority of the Bulgarian people see that there is no point anymore. Next, we did not get an answer to the question of when the pointless, harmful and wasteful testing of our children at school will be removed. Of the hundreds of thousands of tests made, there are only a few hundred positives, which is such a insignificant value that it is hard to even say how accurate it is. But as millions we can say.... tens of millions last year and 76 million planned for this one, with a tendency to increase to 100. Bulgaria is not a poor country, but it is not a rich country at all. We can't afford to waste money making our kids spit in paper bags. If we decide to give this money anyway, let it be given to others for gyms, for the promotion of extracurricular activities and whatever else we can think of, and we have such opportunities in our budget, it's not like there isn't, but let's not be thrown into the wind. Because it's a crime to waste officials in a particularly large amount. Pretty soon, the green certificate will go down in history. It will remain, of course, the question of the investigation of the actions and omissions of state institutions and the people who represented them throughout the period when in our country the restrictive measures have been in effect from 13 March 2020, and the government of GERB, the so-called IMRO and other similar metastases, go through the two office offices and get to the current cabinet because billions have been spent. With what efficiency and efficiency we have yet to check. Surely, however, the truth will come out again. When we resolve this issue and finally send the green certificate into history, I very much hope that this will happen within the next few days, rather than waiting until March 20th, we will finally have the opportunity, at least we from the aging hope for this, to concentrate on the main problems of Bulgaria, which are three and they are original, in the last 30 years these are the problems of the demographic catastrophe, the health apocalypse, the educational breakdown. These are the problems that we should focus on all of us who are here if we want Bulgaria to continue to exist after us, because at the end of this year we will take into account, if this is the way things continue, another year in which we have fallen with another 100 000 people. And it is not difficult to calculate when Bulgaria will disappear from the map at the rate at which we disappear by one million every 10 years in peace time. Today, the Bulgarian people, or at least one part of them, are the ones who have not lost their will to fight and who want to defend their rights no matter what, have regained some of their sovereignty, but the fight to achieve the full independence of our country continues and we will lead it to the end. Long live Bulgaria! [[Applause from ARGUING.]]
ParlaMint-BG_2022-02-23.u389	Thank you, Mr. Kostadinov. We continue with the statement of Nikolai Drenchev. Here you go. [[The National Representative Branimir Balachev wants the floor for procedure.]] Procedure? Here you go, first for procedure. Excuse me, Mr. Drenchev. You have the floor, Mr. Balachev. What is your procedure?
