ParlaMint-FR_2021-06-09-O1296.u1	The next item is the continuation of the discussion of the bioethics bill (No. 3833, 4222).
ParlaMint-FR_2021-06-09-O1296.u322	Let it be clear: GPA is not part of the Government's plans, nor is it part of the majority's plans. The objective of Article 4 bis is not to reverse the ban on GPA in France, which remains. On the other hand, the question arises of the filiation of children born to GPA abroad, who are French citizens and who have the right to a balance and respect for their family life. In recent years, court decisions on how to establish filiation for children born to GPA abroad have been disparate. The Court of Cassation initially authorized the transcription of foreign civil registration documents. Secondly, it referred to the possibility of recognition by possession of a state, before other judgments totally prohibited the establishment of filiation. Since the legislation was unclear and uncertain, unfair decisions had been handed down by judges throughout the country. While some have allowed the automatic establishment of dual filiation for children born to GPA abroad, others have consistently refused it, resulting in a disparity in the situation between children on French territory, which is not acceptable. It is in order to put an end to this inequality that the Government and the Working Republic Group support article 4 bis. The ECHR – European Court of Human Rights – requires us to respect and guarantee the rights of the child, which means giving them the opportunity to obtain information on the second bond of filiation. However, it leaves a margin of discretion for States to determine whether filiation for the second parent should be established by birth or adoption. Since 2019, the ECHR condemns states not because of the choice of filiation for the second branch, but if this filiation is not established. The custody of the seals was doubly committed on the subject, on the one hand, by guaranteeing a review in the Senate, in the autumn, of the bill to reform the adoption of which I am the author, essential for the future of all the children of France, and, on the other hand, by promising to send a circular to the magistrates, so that they treat in a perfectly fair manner the adoption procedures, regardless of the type of birth originally decided by their parents. [[Applause on a few benches of the LaREM group]] We are not talking about GPA here, but about children born to GPA. These children are not responsible for the way in which they have been born or for their current situation. Let us not be mistaken about fighting: if GPA is prohibited in France, the establishment of the filiation of children born to GPA abroad is not. It is time for these children to stop suffering from being deprived of immediate recognition of their filiation and being taken hostage by the law in force. We owe them a status and a double filiation so that they can flourish in society, as any other child. We owe them the same legal protection with regard to the establishment of their filiation.
ParlaMint-FR_2021-06-09-O1296.u323	I have before me seven identical amendments, Nos 87, 464, 501, 684, 772, 820 and 1026, to delete Article 4a. Mr Raphaël Gérard has the floor to support Amendment No. 87.
ParlaMint-FR_2021-06-09-O1296.u324	Mrs Vanceunebrock's reply to my friend Laurence Vanceunebrock shows the persistence of a gap between the enactment of this text and that of a possible Limon law, which we have been promised since 2019, since Mrs Belloubet, the previous seal guard, had already committed herself to it. The bill was first read in this House before being lost during the parliamentary shuttle. Its purpose is not to regularize the filiation of children born by GPA abroad, since it is a more general adoption law, which already imposes serious limits on intercountry adoption. You say that Mrs Vanceunebrock's amendment would raise difficulties for separated couples, as long as the lockdown of marriage remains, which I agree with. At the same time, however, you state that the purpose of Article 4 bis is to regularize certain situations, even though case law is stabilizing and cases are becoming less and less contentious. In doing so, we introduce complexity into the journeys, failing to assume the responsibility that lies with the legislator: to set the framework for transcribing civil status documents. For a long time, we referred the matter back to the judges, probably out of cowardice, to avoid having to deal with GPA abroad. Now we want to replace them even though complicated situations find solutions thanks to the jurisprudence and observations of the ECHR. Of course, the ECHR did not condemn us for the means employed, but it imposed an obligation of speed. Article 4 bis introduces provisions on filiation into a text that was not supposed to deal with this issue, which will inevitably create complexity for children born between the enactment of the law and that of a possible Limon law, which is still not on the agenda, even though we have referred to it for over two and a half years. By deleting Article 4 bis, we rule out the subject of GPA, once and for all. Let us take the time to do the legislative work on the filiation that we should have done for a long time, and in the meantime let the judges say what is best for the best interests of the child.
ParlaMint-FR_2021-06-09-O1296.u325	Mrs Sylvia Pinel has the floor to support Amendment No. 464.
ParlaMint-FR_2021-06-09-O1296.u326	This amendment is also intended to delete Article 4a, introduced by the Senate, which was subsequently amended by the National Assembly Committee at second reading and then in new reading. The purpose of the article is to prohibit the total transcription of the birth certificate or foreign judgment establishing the filiation of a child born to a GPA, when he mentions as a mother a woman other than the one who gave birth, or two fathers. Such a provision creates too much legal uncertainty for the children concerned. It would sign an unacceptable reversal and would be contrary to the jurisprudence of the Court of Cassation, which opened the possibility of transcribing the birth certificate of a child from a regular GPA carried out abroad. The Court recalled that it sought to strike a balance between the prohibition of public order and the best interests of the child, which was proclaimed by the International Convention on the Rights of the Child. Nor is the wording adopted by our special committee satisfactory, since it provides that the facts which led to the birth certificate, which makes it conditional on its regularity, are assessed in the light of the law applicable in our country. However, birth certificates were drawn up in accordance with foreign law, not French law. It would nevertheless be very disturbing for the children concerned and their families to return to the validity of these birth certificates on the grounds that they do not correspond to the French legal reality. This would place them in a very uncertain legal situation and would run counter to the best interests of children. The aim of the amendment is thus to prevent children from suffering from the way they were conceived.
ParlaMint-FR_2021-06-09-O1296.u327	Amendment No 501 by Mr Guillaume Chiche is being defended. Mr Jean-Louis Touraine, rapporteur of the Special Committee, has the floor to support Amendment No. 684.
ParlaMint-FR_2021-06-09-O1296.u328	Let us imagine a child born to French parents abroad, to whom it is explained, when he returns to France, that his parents are no longer recognized as such, and that he therefore loses the rights resulting therefrom: this is what happens to children born to GPA abroad.
ParlaMint-FR_2021-06-09-O1296.u329	This deprivation of the fundamental rights of the child has led France to be condemned on several occasions by the European Court of Human Rights. The fate of these children, of course, must not be affected by the rejection of GPA. In 2017, candidate Emmanuel Macron committed himself to "recognizing the existence and giving legal status to children who live in France and were born from GPA abroad, as these children cannot be the victims." With this in mind, the magistrates were able to draw up, on a case-by-case basis, transcripts of civil status which protected the children, without any territorial disparities in the matter, since the transcripts were ordered by the Court of Grand Instance of Nantes. We all hope that, in the near future, Monique Limon's bill will offer opportunities for early adoption to all families and that in the long term it will offer GPA-born children a solution, if the Assembly and the Senate agree on a text. Pending this, it would be unreasonable to punish the children and disregard their best interests – the custody of the seals thus recalled the serious legal consequences for a child of the death of an unrecognized parent, before adoption. We must, I repeat, give priority to the best interests of the child and leave it to the magistrates to judge with full conscience the best way to protect children. In order to ensure that the punishment that is intended to be inflicted on parents does not de facto transform children into victims, it is essential to delete this dangerous article, even if a suitable text is subsequently developed if the Limon bill demonstrates its inability to protect the children concerned.
ParlaMint-FR_2021-06-09-O1296.u330	Amendment No 772 by Mrs Anne-France Brunet is being defended. I call Mrs Genevard to support Amendment No. 820.
ParlaMint-FR_2021-06-09-O1296.u331	On the occasion of this amendment, which aims to delete Article 4a, I would like to go back to the GPA and denounce the hypocrisy of the position advocated by the rapporteur. You know very well, Madam rapporteur, that the Taubira circular de facto legalises GPAs practiced abroad; So you can oppose it as a matter of principle, but if, in fact, you do nothing to prevent them, they are just words in the air. However, the testimonies flow, which illustrate the reality of GPA abroad. In Ukraine, for example, 3,000 to 3500 contracts are signed each year between parents in need of a child and specialized Ukrainian clinics – almost fifty – with an average GPA bill of between 40000 and 60000 euros. As for surrogate mothers, their fate is regularly denounced: stigmatized by maternity and public opinion, they have no rights, no protection, while they are subjected to heavy and sometimes dangerous hormonal treatments. This is the reality of GPA. That is why we propose, in accordance with the ECHR's opinion, to include in our law a provision whereby any act of civil status or foreign judgment, which establishes a filiation of a child born after a pregnancy agreement on behalf of others, cannot be transcribed into the registers in so far as it mentions as mother a woman other than the one who gave birth.
ParlaMint-FR_2021-06-09-O1296.u332	Amendment No 1026 by Mrs Emmanuelle Ménard is being defended. What is the opinion of the committee?
ParlaMint-FR_2021-06-09-O1296.u333	The GPA seems to have been invited in our discussions, whereas it is not included in the text which, in its initial version submitted by the Government, dealt only with the opening of the GPA to all women and the consequences to be derived from it in relation to filiation. She invited herself, in particular, on the initiative of some members of this assembly who wished to establish a double filiation, what I can hear in the interests of the child – no hypocrisy, therefore, in this case. It has also invited itself in our debates following the signals sent by the Court of Cassation, which, since we began our examination of this text, has rendered two judgments urging us to adopt a clear position, something that we do, in order to put an end to the disparities that we know: according to the territories, each court could adopt on questions of filiation of different positions. As far as I am concerned, I strongly disagree with you, Mrs Genevard, when you consider that a child should be deprived of his or her dual filiation because his or her parents have committed an act that is not recognized by our law. We are not in a Greek tragedy, where the crimes of the parents weigh upon the following generations: I leave you to imagine the catastrophe that would constitute in criminal law such a conception of responsibility, totally opposed to the principles that govern our law. As for the ECHR, it tells us, in the decision of 18 May 2021 which you have cited, two very interesting things, which are indeed a fine example of horizontal quotation between court and assembly: first, as a Member State, we have an obligation to give a sonage to two branches to the child born of a GPA, regardless of whether or not our right authorizes it; the child is entitled to the full establishment of his or her filiation. On this point, the ECHR is constant, as is the Court of Cassation. Secondly – and it is on this point that I disagree with you, Mr Touraine – the ECHR does not impose that the full filiation that binds the child to the second parent, that is to say to the parent with whom he has no biological connection, is a filiation of intention: it leaves the possibility for States to choose, depending on their legal framework, whether the filiation results from an adoption or whether it falls under Title VII of the Civil Code. However, the solution that we wish to adopt is that advocated by Mrs Limon in her bill, namely an easy and accelerated adoption, in order to prevent these children from finding themselves in unacceptable situations, as we have seen in the past. I know, Mr. Keeper of the Seals, that you made commitments to this bill and so, as your predecessor did, that about a circular to facilitate proceedings with consular officers and the courts.
