ParlaMint-FR_2019-10-09-O1016.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-09-O1016.u325	The members of this august parliamentary delegation to bioethics will be as responsible as the Conference of Presidents in carrying out the tasks entrusted to them.
ParlaMint-FR_2019-10-09-O1016.u326	That's right!
ParlaMint-FR_2019-10-09-O1016.u327	Mrs Caroline Fiat has the floor.
ParlaMint-FR_2019-10-09-O1016.u328	We are here to review texts, amend them, pass laws and, above all, monitor the implementation of the decisions we have taken. The rejection of Amendment No 1355 would suggest that Members do not have the wisdom – since this word is often used – to make the right decisions. Once the delegation had been established, if it did not have the necessary means given to it by the amendment, the role of the Member would no longer be understood.
ParlaMint-FR_2019-10-09-O1016.u329	Mr. Patrick Mignola has the floor.
ParlaMint-FR_2019-10-09-O1016.u330	At the end of this important debate, I will gladly support Coralie Dubost's proposal. We agree on one point: the law we are voting on must of course be applied, and Members must be able to monitor its implementation. If a parliamentary delegation is established, it must have the necessary resources to carry out its mission; We must therefore give its members power, as Mrs Fiat reminded us. If it is up to Members to define their powers, it is also up to them to set their limits. Commissions of inquiry are provided for in the Rules of Procedure – God knows if some of us, at the heart of current events, are asking for their creation at regular intervals – but I remember a sentence: "Power tends to corrupt, absolute power absolutely corrupts. » [[Applause on a few benches of the LaREM group]] I welcome Mr Vigier's proposal to give us extensive powers. Nevertheless, it seems to me useful to rely on the wisdom of the Conference of Presidents to ensure that this power is not absolute and permanent, but decided together, and that we exercise it under the best conditions.
ParlaMint-FR_2019-10-09-O1016.u331	We don't have that power!
ParlaMint-FR_2019-10-09-O1016.u332	So you are asking Mr Vigier to withdraw his amendment!
ParlaMint-FR_2019-10-09-O1016.u333	Mr Philippe Vigier has the floor.
ParlaMint-FR_2019-10-09-O1016.u334	I have heard Mrs Dubost's proposal for rectification and I agree to take it back to my own account. We must rely on the wisdom and the spirit of responsibility of parliamentarians. Mr Secretary of State, you have previously felt that Parliament's affairs are looking at Parliament, but I am speaking to the member of the Government you are asking yourself, as Members of Parliament wish, that the law should apply effectively, that any obstacles should be identified, that any deviations should be corrected and that possible improvements should be made. I hope that together we can find this path. I therefore accept Coralie Dubost's proposal.
ParlaMint-FR_2019-10-09-O1016.u335	I've known you braver!
ParlaMint-FR_2019-10-09-O1016.u336	We are taking up the amendment!
ParlaMint-FR_2019-10-09-O1016.u337	[[Protests on the benches of the LR group]] It is not possible to postpone an amendment that has not been withdrawn. Mr. Vigier, isn't he?
ParlaMint-FR_2019-10-09-O1016.u338	No, Mr. President, but he must be under-amended as Mrs. Dubost proposes.
ParlaMint-FR_2019-10-09-O1016.u339	At this stage, there is no sub-amendment.
ParlaMint-FR_2019-10-09-O1016.u340	Mr President, is it not possible to correct the amendment at the sitting?
ParlaMint-FR_2019-10-09-O1016.u341	[[Exclaims on various benches]] It is not possible to tinker with an oral change. On the other hand, you can ask for a suspension of the sitting and table a sub-amendment. At the moment, I repeat, I have no sub-amendment before me. I put to the vote Amendment No. 1355.
ParlaMint-FR_2019-10-09-O1016.u342	[[Exclaims on various benches]] I'm asking for a session suspension!
ParlaMint-FR_2019-10-09-O1016.u343	The vote has been called!
ParlaMint-FR_2019-10-09-O1016.u344	[[Exclaims on the benches of the LR group]] I have announced the vote: we are therefore voting in public on Amendment No 1355. Modifications may be made during the shuttle.
ParlaMint-FR_2019-10-09-O1016.u345	The result of the vote is as follows: Number of voters 94 Number of votes cast 94 Absolute majority 48 For adoption 40 Against 54
ParlaMint-FR_2019-10-09-O1016.u346	A second discussion of this amendment should be requested at the end of the debate, as with the amendment on the GPA! Call Mrs. Belloubet back!
ParlaMint-FR_2019-10-09-O1016.u347	I put to the vote Rule 29a, as amended.
ParlaMint-FR_2019-10-09-O1016.u348	The result of the vote is as follows: Number of voters 89 Number of votes cast 85 Absolute majority 43 For adoption 83 Against 2
ParlaMint-FR_2019-10-09-O1016.u349	Amendment No 308 by Mrs Nadia Ramassamy is being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-09-O1016.u350	This amendment is satisfied with the fact that the National Advisory Committee on Ethics for the Life and Health Sciences, the CCNE, has already established a working group on health and digital science. In addition, Article 29 provides for the extension of the Committee's tasks to include the ethical and social issues raised "by the health consequences of advances in knowledge in any other field", which includes digital. For the record, the NCCE has already had an opportunity to comment on the matter. He issued an opinion No. 130 entitled: "Massive data – big data – and health: a new approach to ethical issues". It also organized a round table on digital. Unfavorable opinion.
ParlaMint-FR_2019-10-09-O1016.u351	What is the Government's opinion?
ParlaMint-FR_2019-10-09-O1016.u352	In practice and soon in law, this amendment is satisfied. I therefore request its withdrawal; Otherwise, my opinion will be unfavorable.
ParlaMint-FR_2019-10-09-O1016.u353	I have before me two identical amendments, Nos 331 and 559. Mr Xavier Breton has the floor to support Amendment No. 331.
ParlaMint-FR_2019-10-09-O1016.u354	The Act provides for the holding of general statements on bioethics bills. The amendment is intended to extend this obligation to bills. I agree with you that this could not concern all the proposals dealing with bioethics, but those on the agenda or likely to be on the agenda. Experience has shown us the need for this measure. During the previous legislature, important provisions, including embryo research, were passed through bills rather than bills. We therefore wish to avoid such circumventions. Indeed, the use of a proposal for a law makes it possible to escape the impact assessment, the opinion of the Council of State, the organisation of general states and therefore any prior instruction. It seems to us logical that the proposed legislation should give rise to general statements.
