ParlaMint-FR_2019-02-14-O1149.u1	The next item is the continuation of the debate on the bill for a school of trust (No. 1481, 1629).
ParlaMint-FR_2019-02-14-O1149.u494	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u495	[[Claims on several banks of the LaREM, LR and LT groups]] Wisdom.
ParlaMint-FR_2019-02-14-O1149.u496	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u497	[[Applause and exclamations on several benches of the LaREM, LR and LT groups]] Favourable.
ParlaMint-FR_2019-02-14-O1149.u498	I have before me two amendments, Nos 1003 and 965, which can be discussed jointly. I call Mrs Emmanuelle Ménard to support Amendment No. 1003.
ParlaMint-FR_2019-02-14-O1149.u499	This amendment provides a clarification that is more in line with the spirit in which this article was drafted. Indeed, the framework within which the mayor exercises his competence to monitor home-based education needs to be clearly defined. Every year, the mayor lists children who are subject to compulsory education. Article 5 bis now encourages him to refer the matter to the public prosecutor if he finds that an identified child is not enrolled in school and his parents have not told the academy inspector that the education is being conducted at home. It is a good thing to give this competence to the mayor who, as a leading local actor and through his census mission, is able to identify in a very effective way children whose parents would not respect the right to education. However, it must be ensured that this article is not the subject of another interpretation. The mayor must exercise his control in the framework of his census mission: he is not intended to judge the quality of the instruction provided at home, and the pedagogical supervision is carried out by the inspectors of national education. This principle was well spelled out in the explanatory memorandum, but I regret that it is not more clearly stated in this article; I therefore propose that this ambiguity be rectified. Article 5 bis is not based on anything specific. We would have liked to know the number of children who do not receive education to assess the importance of the problem.
ParlaMint-FR_2019-02-14-O1149.u500	Mr Xavier Breton has the floor to support Amendment No. 965.
ParlaMint-FR_2019-02-14-O1149.u501	He's forbidden.
ParlaMint-FR_2019-02-14-O1149.u502	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u503	The aim of the municipality's investigation is to establish the reasons alleged by the families or persons responsible for the child to justify their choice of family education, and to verify whether the child is actually receiving an education compatible with his or her state of health and living conditions in the family. In this investigation, the mayor can quite clearly find that a child who is supposed to be educated with the family does not receive any education. That is why the commission has provided that the mayor, finding a violation of the rules governing family education, may refer the matter to the public prosecutor. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u504	I have before me an amendment, No 455, introducing an additional article before Article 5b. Mrs Beatrice Descamps has the floor to support it.
ParlaMint-FR_2019-02-14-O1149.u505	I am once again defending an amendment to introduce into this bill a chapter on school inclusion for a school of trust. Given all the work we've done for several months and the progress we've made with Mr. Bouillon's bill for a truly inclusive school, this chapter has its full place in the text we're looking at today. I had already proposed it in advance of our discussion.
ParlaMint-FR_2019-02-14-O1149.u506	What is the opinion of the committee?
ParlaMint-FR_2019-02-14-O1149.u507	In substance, Mrs Descamps, we are obviously not opposed to your proposal. However, the committee has rejected your amendment because it creates a Chapter III and not a Chapter IV. In addition, the Government has tabled an amendment to include a chapter on inclusive school in the text. Don't see any bad will on my part, it's really a legal problem. Unfavorable opinion.
ParlaMint-FR_2019-02-14-O1149.u508	What is the Government's opinion?
ParlaMint-FR_2019-02-14-O1149.u509	Madam Member, I fully agree with the spirit of your amendment, but the rapporteur has presented the reasons that lead me to reject it. In a few moments, I will present the Government's proposal in article 5 quater.
ParlaMint-FR_2019-02-14-O1149.u510	Mrs Beatrice Descamps has the floor.
ParlaMint-FR_2019-02-14-O1149.u511	I confess that I do not attach great importance to the number of the chapter and its location in the education code. The main thing is that things are moving forward and that the desired provisions are introduced into this bill, which we already knew. I am therefore satisfied and withdraw my amendment.
