ParlaMint-FR_2019-10-02-O1004.u1	The next item is the continuation of the discussion of the bioethics bill (No. 2187, 2243).
ParlaMint-FR_2019-10-02-O1004.u383	You propose to go beyond the right we want to enshrine – a right to information and not to relate. That is why I suggest that you withdraw the amendment. Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u384	What is the Government's opinion?
ParlaMint-FR_2019-10-02-O1004.u385	The amendment makes several proposals, including informing the donor when a person born of the gift asks to know his or her identity. Section 3, paragraph 27, provides that one of the roles of the Commission is "to inform and accompany applicants and third-party donors" when the request is made, knowing that we do not wish to require a meeting under any circumstances. Since the donor's information in the event of a request for access to identifying data is already foreseen, the amendment seems to me to be satisfactory. I suggest you take it off. Otherwise, I'll give you an unfavorable opinion.
ParlaMint-FR_2019-10-02-O1004.u386	Mrs Coralie Dubost, rapporteur, has the floor to support Amendment No. 2450.
ParlaMint-FR_2019-10-02-O1004.u387	He's withdrawn, Mr. President.
ParlaMint-FR_2019-10-02-O1004.u388	Amendments Nos 962 and 773 by Mr Le Fur, which can be the subject of a joint debate, are being defended.
ParlaMint-FR_2019-10-02-O1004.u389	Identical amendments Nos 418 by Mr Patrick Hetzel and 830 by Mr Marc Le Fur are being defended. What is the opinion of the committee?
ParlaMint-FR_2019-10-02-O1004.u390	If I don't give a developed opinion, you might scream, so...
ParlaMint-FR_2019-10-02-O1004.u391	Have I ever yelled?
ParlaMint-FR_2019-10-02-O1004.u392	[[Smile]] You, no, but some Members on the benches of your group have already done so. These amendments are intended to replace the words "judge of the judicial order" with the words "judge of the seat of the court of cassation". This proposal has already been discussed in a special committee. While the objective – to ensure the presence of the highest judges among the members of the commission – is commendable, precision is not necessary. Indeed, the judges chosen for this commission will necessarily be excellent; I have no doubt about the department's intentions. I therefore request the withdrawal; Failing that, adverse notice.
